taxon,NAME,fips,O,H,G,bonap,usda,sum
Vitis rotundifolia var. rotundifolia,Houston,13153,NA,5,NA,NA,NA,5
Vitis rotundifolia var. rotundifolia,Monroe,13207,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Laurens,13175,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Brantley,13025,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Bulloch,13031,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Butts,13035,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Jasper,13159,NA,12,NA,NA,NA,12
Vitis rotundifolia var. rotundifolia,Lamar,13171,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Spalding,13255,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Henry,13151,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Fulton,13121,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Coweta,13077,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Marion,13197,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Forsyth,13117,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Clarke,13059,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Oglethorpe,13221,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,DeKalb,13089,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Worth,13321,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,McDuffie,13189,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Meriwether,13199,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Peach,13225,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Upson,13293,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Crisp,13081,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Lumpkin,13187,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Gilmer,13123,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Macon,13193,NA,4,NA,NA,NA,4
Vitis rotundifolia var. rotundifolia,Wilkes,13317,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Treutlen,13283,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Johnson,13167,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Morgan,13211,NA,5,NA,NA,NA,5
Vitis rotundifolia var. rotundifolia,Pike,13231,NA,2,NA,NA,NA,2
