species,projection,buffer_km,SRS_ex,GRS_ex,ERS_ex,FCS_ex,FCS_ex_class,SRS_in,GRS_in,ERS_in,FCS_in,FCS_in_class,FCS_min,FCS_min_class,FCS_max,FCS_max_class,FCS_mean,FCS_mean_class,GRS_ex_SD,GRS_ex_CV,ERS_ex_SD,ERS_ex_CV,FCS_ex_SD,FCS_ex_CV,GRS_in_SD,GRS_in_CV,ERS_in_SD,ERS_in_CV,FCS_in_SD,FCS_in_CV,FCS_min_SD,FCS_min_CV,FCS_max_SD,FCS_max_CV,FCS_mean_SD,FCS_mean_CV
Vitis aestivalis,EqualArea,5,1.0674201397064593,0,0,0.35580671323548646,UP,12.867647058823529,4.584208112097147,96.875,38.108951723640224,HP,0.35580671323548646,UP,38.108951723640224,HP,19.232379218437856,UP,0.02778294494839411,223.60679774997897,1.3975424859373686,223.60679774997897,0.4751084769619209,83.60439739333749,0,0,0,0,0,0,0.4751084769619209,83.60439739333749,0,0,0.23755423848096,1.2283931271945028
Vitis aestivalis,EqualArea,20,1.0674201397064593,0,0,0.35580671323548646,UP,12.867647058823529,4.584208112097147,96.875,38.108951723640224,HP,0.35580671323548646,UP,38.108951723640224,HP,19.232379218437856,UP,0.02778294494839411,223.60679774997897,1.3975424859373686,223.60679774997897,0.4751084769619209,83.60439739333749,0,0,0,0,0,0,0.4751084769619209,83.60439739333749,0,0,0.23755423848096,1.2283931271945028
Vitis aestivalis,EqualArea,50,1.0674201397064593,0,0,0.35580671323548646,UP,12.867647058823529,4.584208112097147,96.875,38.108951723640224,HP,0.35580671323548646,UP,38.108951723640224,HP,19.232379218437856,UP,0.02778294494839411,223.60679774997897,1.3975424859373686,223.60679774997897,0.4751084769619209,83.60439739333749,0,0,0,0,0,0,0.4751084769619209,83.60439739333749,0,0,0.23755423848096,1.2283931271945028
Vitis aestivalis,EqualArea,100,1.0674201397064593,0.062124553519743615,3.125,1.4181815644087343,UP,12.867647058823529,4.584208112097147,96.875,38.108951723640224,HP,1.4181815644087343,UP,38.108951723640224,HP,19.76356664402448,UP,0.02778294494839411,223.60679774997897,1.3975424859373686,223.60679774997897,0.4751084769619209,83.60439739333749,0,0,0,0,0,0,0.4751084769619209,83.60439739333749,0,0,0.23755423848096,1.2283931271945028
Vitis aestivalis var. aestivalis,WGS84,1,1.160541586073501,0,0,0.3868471953578337,UP,16.872427983539097,4.677725621174873,92.3076923076923,37.95261530413543,HP,0.3868471953578337,UP,37.95261530413543,HP,19.16973124974663,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,WGS84,5,1.160541586073501,0,0,0.3868471953578337,UP,16.872427983539097,4.677725621174873,92.3076923076923,37.95261530413543,HP,0.3868471953578337,UP,37.95261530413543,HP,19.16973124974663,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,WGS84,20,1.160541586073501,0,0,0.3868471953578337,UP,16.872427983539097,4.677725621174873,92.3076923076923,37.95261530413543,HP,0.3868471953578337,UP,37.95261530413543,HP,19.16973124974663,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,WGS84,50,1.160541586073501,0,0,0.3868471953578337,UP,16.872427983539097,4.677725621174873,92.3076923076923,37.95261530413543,HP,0.3868471953578337,UP,37.95261530413543,HP,19.16973124974663,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,WGS84,100,1.160541586073501,0,0,0.3868471953578337,UP,16.872427983539097,4.677725621174873,92.3076923076923,37.95261530413543,HP,0.3868471953578337,UP,37.95261530413543,HP,19.16973124974663,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,EqualArea,1,1.160541586073501,0,0,0.3868471953578337,UP,15.384615384615385,4.6915566231728745,92.3076923076923,37.461288105160186,HP,0.3868471953578337,UP,37.461288105160186,HP,18.92406765025901,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,EqualArea,5,1.160541586073501,0,0,0.3868471953578337,UP,15.384615384615385,4.6915566231728745,92.3076923076923,37.461288105160186,HP,0.3868471953578337,UP,37.461288105160186,HP,18.92406765025901,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,EqualArea,20,1.160541586073501,0,0,0.3868471953578337,UP,15.384615384615385,4.6915566231728745,92.3076923076923,37.461288105160186,HP,0.3868471953578337,UP,37.461288105160186,HP,18.92406765025901,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,EqualArea,50,1.160541586073501,0,0,0.3868471953578337,UP,15.384615384615385,4.6915566231728745,92.3076923076923,37.461288105160186,HP,0.3868471953578337,UP,37.461288105160186,HP,18.92406765025901,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. aestivalis,EqualArea,100,1.160541586073501,0,0,0.3868471953578337,UP,15.384615384615385,4.6915566231728745,92.3076923076923,37.461288105160186,HP,0.3868471953578337,UP,37.461288105160186,HP,18.92406765025901,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,WGS84,1,0.42674253200568996,0,0,0.1422475106685633,UP,6.329113924050633,4.486605295470047,92.85714285714286,34.55762069222118,HP,0.1422475106685633,UP,34.55762069222118,HP,17.34993410144487,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,WGS84,5,0.42674253200568996,0,0,0.1422475106685633,UP,6.329113924050633,4.486605295470047,92.85714285714286,34.55762069222118,HP,0.1422475106685633,UP,34.55762069222118,HP,17.34993410144487,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,WGS84,20,0.42674253200568996,0,0,0.1422475106685633,UP,6.329113924050633,4.486605295470047,92.85714285714286,34.55762069222118,HP,0.1422475106685633,UP,34.55762069222118,HP,17.34993410144487,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,WGS84,50,0.42674253200568996,0,0,0.1422475106685633,UP,6.329113924050633,4.486605295470047,92.85714285714286,34.55762069222118,HP,0.1422475106685633,UP,34.55762069222118,HP,17.34993410144487,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
